PMID,Journal/Book,Publication_Year,DOI,Type,Subtype,Route,Sub-route,Size_Group,Charge_Group,Shape,Coating,Coating_Number,Total_Coating_Steps,Total_Coating_Steps_Group,Covalent,Electrostatic,Targeting_Type,Bioconjugation_nature,Bioconjugation_tech,PEG_Coat,PEG_Coat_tech,Loading,Loading_Number,Drug type,Dose_(mg/kg),Dose_Group,IC50 ,Delivery_Efficiency_(%ID/g),Delivery_Efficiency,Distribution Half-life_(h),Tumor_model,Immune status,Cancer_type,Breast cancer subtype,No._Days_dosing,No._Days_dosing_grouped,Tumor_Vol_Reduction_(%),Tumor_Vol_Reduction_Group(%),Off_target_1_accumulation_(%),Off_target_2_accumulation_(%),Off_target_3_accumulation_(%),Off_target_1_accumulation_(%)_group,Off_target_1_accumulation,Off_target_2_accumulation,Off_target_3_accumulation,Combined_Therapy1,Combined_Therapy2,Combined_Therapy3,Combined_Therapy_Grouped,Study strategy,Imaging_1,Imaging_2,Imaging_3,Imaging_4,Combined_Imaging_Applications,Combined_Therapy_Applications,Combined_Applications,Combined_Applications_Grouped
31474108,ACS Appl Mater Interfaces,2019,10.1021/acsami.9b12879,Inorganic,Hybrid,Systemic,IV,4,NA,Other,Polymer,1,4,Medium,3,1,Active,Covalent,Covalent - NHS,PEGylated,Covalent - NHS,Drugs,1,Hypoxic cytotoxin,5,1,NA,27.8,Yes,NA,Xenograft heterotopic,Immunocompromised,Liver,,1,Single,86.81818182,Medium,110,71.8,71.4,Medium,Spleen,Liver,Kidney,Radiotherapy,Photothermal therapy,Chemotherapy,Multiple,Therapy,None,None,None,None,0,3,3,High
31475516,ACS Appl Mater Interfaces,2019,10.1021/acsami.9b10182,Inorganic,Hybrid,Systemic,Other,3,Neutral,Spherical,Polymer-nucleic acid,>1,8,Very High,4,4,Active,Covalent,Covalent - In_Shell,PEGylated,Covalent - In_Shell,Other,>1,,30.5,3,NA,NA,NA,NA,Xenograft heterotopic,Immunocompromised,Breast,Triple-negative,1,Single,97.70491803,High,276.2,90.1,24.8,High,Kidney,Liver,Lung,Photothermal therapy,Gene therapy,None,Multiple,Theragnostic,Fluorescence,None,None,None,1,2,3,High
31498999,Nano Lett,2019,10.1021/acs.nanolett.9b01202,Inorganic,Iron_oxide,Local,Intratumoral,3,Neutral,Spherical,Polymer-Drugs,>1,2,Low,0,2,Passive,None,None,Non PEGylated,None,None,None,Anthracycline,0.225,1,NA,NA,NA,NA,Xenograft orthotopic,Immunocompromised,Breast,Triple-negative,1,Single,93.7716263,High,NA,NA,NA,NA,NA,NA,NA,Chemotherapy,None,None,None,Therapy,None,None,None,None,0,1,1,Regular
31525949,ACS Appl Mater Interfaces,2019,10.1021/acsami.9b12853,Inorganic,Silica,Systemic,Other,3,Neutral,Spherical,Other,>1,2,Low,0,2,Passive,None,None,Non PEGylated,None,Drugs,1,Antimetabolite,11.8,3,NA,NA,NA,NA,Other,NA,Colon,,11,Multiple,43.58974359,Low,NA,NA,NA,NA,NA,NA,NA,Chemotherapy,None,None,Single,Theragnostic,Other,None,None,None,1,1,2,Regular
31553151,ACS Appl Mater Interfaces,2019,10.1021/acsami.9b12469,Inorganic,Iron_oxide,Systemic,IV,3,Positive,Spherical,None,None,0,None,0,0,Passive,None,None,Non PEGylated,None,Other,>1,Kinase inhibitor,NA,NA,NA,NA,NA,NA,Allograft heterotopic,Immunocompetent,Breast,Metastatic,5,Multiple,95.65606807,High,NA,NA,NA,NA,Liver,Spleen,NA,Photodynamic therapy,Chemotherapy,None,Multiple,Therapy,None,None,None,None,0,2,2,Regular
31553168,ACS Nano,2019,10.1021/acsnano.9b06040,Inorganic,Gold,Local,Intratumoral,NA,NA,Spherical,Other,1,1,Low,0,1,Passive,None,None,Non PEGylated,None,None,None,,NA,NA,NA,NA,NA,4,Allograft heterotopic,Immunocompetent,Breast,Metastatic,3,Multiple,96.12532,High,NA,NA,NA,NA,NA,NA,NA,Photothermal therapy,None,None,Single,Therapy,None,None,None,None,0,1,1,Regular
31554396,ACS Appl Mater Interfaces,2019,10.1021/acsami.9b11353,Inorganic,Iron_oxide,Systemic,IV,3,NA,Spherical,Vitamins,>1,4,Medium,1,3,Active,Covalent,Covalent - In_Shell,PEGylated,Covalent - In_Shell,None,None,,NA,NA,Yes,NA,NA,NA,Allograft heterotopic,Immunocompetent,Breast,Metastatic,7,Multiple,65.45454545,Low,296.2616822,214.4473333,110.6949617,High,Liver,Spleen,Kidney,None,None,None,None,Theragnostic,MRI,CT,None,None,2,0,2,Regular
31570915,Nanoscale,2019,10.1039/c9nr06524e,Inorganic,Silica,Systemic,IV,3,Positive,Spherical,Polymer,1,0,None,0,0,Passive,None,None,Non PEGylated,None,Drugs,1,Topoisomerase inhibitor ,120,4,NA,NA,NA,NA,Allograft orthotopic,Immunocompetent,Breast,Metastatic,1,Single,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chemotherapy,None,None,Single,Therapy,None,None,None,None,0,1,1,Regular
31573175,ACS Appl Mater Interfaces,2019,10.1021/acsami.9b14186,Inorganic,Gold,Systemic,IV,2,Negative,Spherical,Nucleic acid,>1,3,Medium,3,0,Passive,None,None,Non PEGylated,None,Drugs,1,Anthracycline,NA,NA,Yes,NA,NA,NA,Xenograft heterotopic,Immunocompromised,Cervix,,12,Multiple,86.44068,Medium,NA,NA,NA,NA,NA,NA,NA,Photothermal therapy,Chemotherapy,None,Multiple,Therapy,Thermal,None,None,None,1,2,3,High
31576881,Nanoscale,2019,10.1039/c9nr06774d,Inorganic,Iron_oxide,Systemic,IV,2,Positive,Spherical,Polymer-Drugs,>1,5,High,4,1,Passive,None,None,PEGylated,Covalent - EDC,None,None,,5,1,NA,NA,NA,NA,Xenograft heterotopic,Immunocompromised,Other,,1,Single,62.38185255,Low,47.28212584,41.64930135,40.24069138,Low,Kidney,Spleen,Lung,Photodynamic therapy,None,None,Single,Theragnostic,MRI,Fluorescence,None,None,2,1,3,High
31577423,ACS Appl Mater Interfaces,2019,10.1021/acsami.9b11843,Inorganic,Iron_oxide,Systemic,IV,2,Negative,Spherical,None,None,0,None,0,0,Passive,None,None,Non PEGylated,None,Other,>1,Anthracycline,10,2,Yes,13.7,Yes,1,Xenograft heterotopic,Immunocompromised,Brain,,1,Single,98.84393064,Very High,144.7700009,88.67265038,37.96927591,Medium,Liver,Kidney,Spleen,Photodynamic therapy,Chemotherapy,None,Multiple,Theragnostic,MRI,None,None,None,1,2,3,High
31588724,ACS Appl Mater Interfaces,2019,10.1021/acsami.9b15751,Inorganic,Hybrid,Local,Intratumoral,3,Positive,Rod,Peptide-Drugs,>1,5,High,3,2,Active,Covalent,Covalent - EDC,Non PEGylated,None,Drugs,1,Alkylating agent + mAb,10,2,NA,NA,NA,NA,Xenograft heterotopic,Immunocompromised,Cervix,,1,Single,88.23031,Medium,NA,NA,NA,NA,NA,NA,NA,Photothermal therapy,Chemotherapy,None,Multiple,Theragnostic,Thermal,None,None,None,1,2,3,High
31594932,Nat Commun,2019,10.1038/s41467-019-12506-w,Inorganic,Silica,Local,Intratumoral,NA,NA,Spherical,Other,1,2,Low,0,2,Passive,None,None,Non PEGylated,None,Other,>1,,NA,NA,NA,NA,NA,NA,Xenograft heterotopic,Immunocompromised,Other,,NA,NA,80.43478261,Medium,NA,NA,NA,NA,NA,NA,NA,Photodynamic therapy,Gene Therapy,None,Multiple,Therapy,None,None,None,None,0,2,2,Regular
31618000,ACS Appl Mater Interfaces,2019,10.1021/acsami.9b14394,Inorganic,Iron_oxide,Systemic,IV,3,Negative,Spherical,Peptide,>1,3,Medium,1,2,Active,Covalent,Covalent - EDC,PEGylated,Covalent - In_Shell,Other,1,,NA,NA,NA,NA,NA,2,Xenograft heterotopic,Immunocompromised,Ovary,,1,Single,NA,NA,222.1428571,110,62.14285714,High,Spleen,Liver,Lung,None,None,None,None,Diagnostic,MRI,None,None,None,1,0,1,Regular
31618568,ACS Appl Mater Interfaces,2019,10.1021/acsami.9b16237,Inorganic,Iron_oxide,Local,Intratumoral,2,NA,Spherical,Other,>1,5,High,0,5,Passive,None,None,Non PEGylated,None,None,None,,20,3,NA,NA,NA,NA,Allograft heterotopic,Immunocompetent,Lung,,1,Single,79.6039604,Medium,NA,NA,NA,NA,NA,NA,NA,Photodynamic therapy,None,None,Single,Therapy,Fluorescence,None,None,None,1,1,2,Regular
31635454,ACS Appl Mater Interfaces,2019,10.1021/acsami.9b13598,Inorganic,Iron_oxide,Systemic,IV,3,Positive,Other,Polymer,>1,5,High,0,5,Passive,None,None,PEGylated,Electrostatic,None,None,,20,3,NA,NA,NA,1,Allograft heterotopic,Immunocompromised,Breast,Metastatic,1,Single,100,Very High,340.6315789,218.877193,107.5789474,High,Spleen,Liver,Lung,Photothermal therapy,None,None,Single,Theragnostic,MRI,None,None,None,1,1,2,Regular
31657911,ACS Nano,2019,10.1021/acsnano.9b03424,Inorganic,Silica,Systemic,IV,3,Positive,Spherical,Polymer,1,7,Very High,6,1,Passive,None,None,Non PEGylated,None,Proteins,1,,20,3,NA,NA,NA,NA,Xenograft heterotopic,Immunocompromised,Cervix,,6,Multiple,84.83146067,Medium,NA,NA,NA,NA,Liver,Lung,Spleen,Other,None,None,Single,Theragnostic,Other,None,None,None,1,1,2,Regular
31682097,ACS Appl Mater Interfaces,2019,10.1021/acsami.9b15434,Inorganic,Silica,Systemic,IV,3,Neutral,Spherical,Polymer,>1,4,Medium,3,1,Passive,None,None,Non PEGylated,None,Drugs,1,Anthracycline,19.4,3,NA,3.1,Yes,NA,Xenograft heterotopic,Immunocompromised,Lung,,8,Multiple,82.32502966,Medium,3.7,3.4,1.4,Low,Liver,Spleen,Kidney,Chemotherapy,None,None,Single,Therapy,None,None,None,None,0,1,1,Regular
31682447,Nano Lett,2019,10.1021/acs.nanolett.9b02448,Inorganic,Silica,Systemic,IV,2,NA,Spherical,None,None,0,None,0,0,Passive,None,None,Non PEGylated,None,Other,1,,10,2,NA,NA,NA,NA,Allograft orthotopic,Immunocompromised,Brain,,1,Single,63.367917,Low,NA,NA,NA,NA,Liver,Spleen,Lung,Photothermal therapy,None,None,Single,Therapy,None,None,None,None,0,1,1,Regular
31722170,ACS Appl Mater Interfaces,2019,10.1021/acsami.9b18124,Inorganic,Silica,Systemic,IV,3,Negative,Spherical,Proteins,1,5,High,3,2,Passive,None,None,Non PEGylated,None,Drugs,1,Anthracycline,7,2,NA,NA,NA,NA,Xenograft orthotopic,Immunocompromised,Breast,Triple-negative,3,Multiple,73.4375,Low,NA,NA,NA,NA,NA,NA,NA,Chemotherapy,None,None,Single,Therapy,Other,None,None,None,1,1,2,Regular
31724677,Nanoscale,2019,10.1039/c9nr06371d,Inorganic,Silica,Systemic,IV,2,Positive,Spherical,None,None,0,None,0,0,Passive,None,None,Non PEGylated,None,None,None,,NA,NA,NA,NA,NA,NA,Xenograft heterotopic,Immunocompromised,Cervix,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,None,None,None,None,Diagnostic,Fluorescence,None,None,None,1,0,1,Regular
31736295,ACS Appl Mater Interfaces,2019,10.1021/acsami.9b15774,Inorganic,Silica,Systemic,IV,4,Neutral,Spherical,None,None,0,None,0,0,Passive,None,None,Non PEGylated,None,Drugs,1,Antifungal,10,2,NA,13.68,Yes,NA,Allograft heterotopic,NA,Breast,Metastatic,NA,NA,75.77777778,Medium,36.7,26.5,12.8,Low,Liver,Spleen,Lung,Chemotherapy,Immunotherapy,None,Multiple,Therapy,None,None,None,None,0,2,2,Regular
31748768,Nanoscale,2019,10.1039/c9nr06513j,Inorganic,Gold,Local,Intratumoral,3,NA,Other,Polymer,1,2,Low,1,1,Passive,None,None,PEGylated,Covalent - ThiolGold,None,None,,2.5,1,NA,NA,NA,NA,Allograft heterotopic,Immunocompetent,Breast,Metastatic,1,Single,98.50449,Very High,NA,NA,NA,NA,NA,NA,NA,Photothermal therapy,Radiotherapy,None,Multiple,Theragnostic,CT,Photoacoustic,None,None,2,2,4,High
31755692,ACS Appl Mater Interfaces,2019,10.1021/acsami.9b14060,Inorganic,Iron_oxide,Systemic,IV,2,Positive,Spherical,Drugs,1,1,Low,0,1,Passive,None,None,Non PEGylated,None,None,None,,0.15,1,NA,NA,NA,NA,Xenograft heterotopic,Immunocompromised,Breast,Triple-negative,1,Single,65.26179192,Low,375,337.5,163,High,Spleen,Lung,Liver,Photodynamic therapy,None,None,Single,Therapy,None,None,None,None,0,1,1,Regular
31773941,ACS Appl Mater Interfaces,2019,10.1021/acsami.9b19446,Inorganic,Silica,Systemic,Other,3,Positive,Spherical,Polymer,1,2,Low,0,2,Passive,None,None,Non PEGylated,None,Other,1,,35,3,NA,NA,NA,NA,Allograft orthotopic,Immunocompetent,Skin,,3,Multiple,87.9342723,Medium,NA,NA,NA,NA,Liver,Kidney,NA,Immunotherapy ,None,None,Single,Therapy,None,None,None,None,0,1,1,Regular
31840066,Sci Adv,2019,10.1126/sciadv.aax5208,Inorganic,Silica,Systemic,Other,1,NA,Spherical,Polymer-peptide,>1,7,Very High,6,1,Active,Covalent,Covalent - Maleimide,PEGylated,Covalent - Silane,Drugs,>1,,NA,NA,NA,NA,NA,NA,Xenograft orthotopic,Immunocompromised,Skin,,1,Single,NA,NA,NA,NA,NA,NA,NA,NA,NA,None,None,None,None,Diagnostic,PET,CT,Fluorescence,None,3,0,3,High
31625721,ACS Nano,2019,10.1021/acsnano.9b04181,Inorganic,Aluminum,Systemic,IV,3,Negative,Rod,Peptide,>1,4,Medium,0,4,Passive,None,None,Non PEGylated,None,None,None,,NA,NA,NA,NA,NA,3.6,Allograft heterotopic,Immunocompetent,Breast,Metastatic,1,Single,73.5,Low,65.41,41.51,29.25,Medium,Liver,Kidney,Spleen,Photodynamic therapy,None,None,None,Theragnostic,Fluorescence,None,None,None,1,1,2,Regular
31252039,J Control Release,2019,10.1016/j.jconrel.2019.06.031,Inorganic,Hybrid,Systemic,IV,2,Negative,Spherical,Polymer-peptide,>1,6,High,4,2,Active,Covalent,Covalent - ThiolGold,PEGylated,Covalent - ThiolGold,None,None,,50,3,NA,11.55,Yes,NA,Allograft heterotopic,Immunocompetent,Breast,Metastatic,1,Single,100,Very High,80.52,56.28,40.26,Medium,Liver,Spleen,Lung,Photothermal therapy,Immunotherapy,None,Multiple,Theragnostic,Photoacoustic,None,None,None,1,2,3,High
31401198,J Control Release,2019,10.1016/j.jconrel.2019.08.007,Inorganic,Hybrid,Systemic,IV,3,Positive,Spherical,Other,>1,13,Very High,8,5,Active,Covalent,Covalent - EDC,Non PEGylated,None,None,None,Taxane,NA,NA,NA,5.03,Yes,NA,Xenograft heterotopic,Immunocompromised,Breast,Triple-negative,1,Single,97.43,High,78.41,31.51,13.86,Medium,Spleen,Liver,Kidney,Chemotherapy,Photothermal therapy,None,Multiple,Theragnostic,Fluorescence,Photoacoustic,None,None,2,2,4,High
31531961,Small,2019,10.1002/smll.201902945,Inorganic,Silver,Systemic,IV,1,NA,Spherical,None,None,0,Low,0,0,Passive,None,None,Non PEGylated,None,None,None,,12.5,3,Yes,NA,NA,NA,Allograft heterotopic,Immunocompetent,Other,,5,Multiple,78.33333,Medium,NA,NA,NA,NA,NA,NA,NA,Other,None,None,Single,Therapy,None,None,None,None,0,1,1,Low
31252485,ACS Appl Mater Interfaces,2019,10.1021/acsami.9b00469,Inorganic,Copper,Local,Intratumoral,3,NA,Spherical,Polymer,1,4,Medium,1,3,Passive,None,None,PEGylated,Covalent - ThiolGold,None,None,,NA,NA,NA,3.6,Yes,NA,Xenograft orthotopic,NA,Prostate,,1,Single,100,Very High,8.2,6.8,4.98,Low,Spleen,Liver,Lung,Photothermal therapy,None,None,Single,Theragnostic,Other,None,None,None,2,1,3,High
30860814,ACS Nano,2019,10.1021/acsnano.8b09516,Inorganic,Iridium,Systemic,IV,3,Negative,Other,Peptide,1,3,Medium,0,3,Passive,None,None,Non PEGylated,None,None,None,,NA,NA,NA,NA,NA,NA,Xenograft heterotopic,Immunocompromised,Cervix,,1,Single,98.9,Very High,NA,NA,NA,NA,Liver,Spleen,Lung,Photothermal therapy,Photodynamic therapy,None,Multiple,Theragnostic,CT,None,None,None,1,2,3,High
31449887,Nanomedicine,2020,10.1016/j.nano.2019.102086,Inorganic,Iron_oxide,Systemic,IV,3,Neutral,Spherical,Peptide,1,3,Medium,2,1,Active,Covalent,Covalent - EDC,Non PEGylated,None,None,None,,NA,NA,NA,NA,NA,NA,Xenograft orthotopic,Immunocompromised,Breast,Triple-negative,1,Single,NA,NA,NA,NA,NA,NA,Spleen,Thymus,Lung,None,None,None,None,Diagnostic,MRI,None,None,None,1,0,1,Regular
31755189,Angew Chem Int Ed Engl,2020,10.1002/anie.201912312,Inorganic,Iron_oxide,Local,Intratumoral,4,NA,Spherical,None,None,0,None,0,0,Passive,None,None,Non PEGylated,None,None,None,,0.225,1,NA,NA,NA,NA,Allograft heterotopic,Immunocompetent,Skin,,2,Multiple,NA,NA,NA,NA,NA,NA,NA,NA,NA,Other,Immunotherapy,None,None,Theragnostic,Luminescence,None,None,None,1,2,3,High
31803890,Nanoscale,2020,10.1039/c9nr05865f,Inorganic,Iron_oxide,Systemic,IV,2,NA,Spherical,Polymer-Proteins,>1,2,Low,1,1,Passive,None,None,Non PEGylated,None,None,None,,NA,NA,Yes,NA,NA,NA,Allograft heterotopic,Immunocompetent,Skin,,9,Multiple,83.7826989,Medium,12.5,3.541666667,2.916666667,Low,Liver,Kidney,Lung,Other,None,None,None,Theragnostic,Fluorescence,None,None,None,1,1,2,Regular
31806405,Biomaterials,2020,10.1016/j.biomaterials.2019.119606,Inorganic,Gold,Systemic,IV,2,Negative,Spherical,Proteins-Drugs,>1,2,Low,0,2,Passive,None,None,Non PEGylated,None,None,None,,NA,NA,NA,NA,NA,NA,Xenograft heterotopic,Immunocompromised,Other,,1,Single,75.04216,Medium,NA,NA,NA,NA,NA,NA,NA,Photodynamic therapy,None,None,Single,Theragnostic,Fluorescence,None,None,None,1,1,2,Regular
31845927,Nanoscale,2020,10.1039/c9nr08475d,Inorganic,Gold,Systemic,IV,1,Neutral,Spherical,Peptide-Drugs,>1,1,Low,1,0,Passive,None,None,Non PEGylated,None,None,None,Anthracycline,NA,NA,NA,NA,NA,NA,Xenograft heterotopic,Immunocompromised,Breast,Luminal B,4,Multiple,92.4733,High,NA,NA,NA,NA,NA,NA,NA,Chemotherapy,None,None,Single,Therapy,None,None,None,None,0,1,1,Regular
31904049,Nanoscale,2020,10.1039/c9nr09235h,Inorganic,Iron_oxide,Systemic,IV,3,NA,Spherical,Nucleic acid,>1,4,Medium,3,1,Passive,None,None,Non PEGylated,None,None,None,,NA,NA,NA,NA,NA,NA,Xenograft heterotopic,Immunocompromised,Breast,Triple-negative,1,Single,97.66775572,High,NA,NA,NA,NA,NA,NA,NA,Photothermal therapy,None,None,Single,Theragnostic,MRI,None,None,None,1,1,2,Regular
31912068,Nanoscale,2020,10.1039/c9nr06347a,Inorganic,Gold,Systemic,IV,1,NA,Spherical,Peptide,>1,10,Very High,9,1,Active,Covalent,Covalent - ThiolGold,Non PEGylated,None,None,None,,60,4,NA,NA,NA,NA,Xenograft heterotopic,Immunocompromised,Brain,,1,Single,NA,NA,NA,NA,NA,NA,NA,NA,NA,None,None,None,None,Diagnostic,MRI,Fluorescence,None,None,2,0,2,Regular
31916740,ACS Appl Mater Interfaces,2020,10.1021/acsami.9b16934,Inorganic,Silica,Local,Intratumoral,NA,Negative,Spherical,Nucleic acid,>1,6,High,3,3,Passive,None,None,Non PEGylated,None,Drugs,>1,,5,1,NA,NA,NA,NA,Xenograft heterotopic,Immunocompromised,Lung,,1,Single,97.50005889,High,509.6774194,148.3870968,109,Very High,Liver,Kidney,Stomach,Photodynamic therapy,None,None,Single,Therapy,None,None,None,None,0,1,1,Regular
31923762,Biomaterials,2020,10.1016/j.biomaterials.2019.119753,Inorganic,Iron_oxide,Systemic,IV,4,Neutral,Spherical,Proteins,>1,3,Medium,0,3,Active,Electrostatic,Electrostatic,Non PEGylated,None,None,None,,7.5,2,Yes,NA,NA,NA,Xenograft heterotopic,Immunocompromised,Colon,,7,Multiple,63.83894603,Low,323.0769231,192.3076923,84.61538462,High,Liver,Spleen,Kidney,None,None,None,None,Theragnostic,MRI,None,None,None,1,0,1,Regular
31939276,ACS Appl Mater Interfaces,2020,10.1021/acsami.9b21214,Inorganic,Silica,Systemic,IV,3,Negative,Spherical,Polymer-peptide,>1,5,High,2,3,Active,Covalent,Covalent - Click,PEGylated,Covalent - In_Shell,Nucleic acids,>1,,1,1,NA,NA,NA,NA,Xenograft orthotopic,Immunocompromised,Breast,Triple-negative,6,Multiple,93.7398374,High,NA,NA,NA,NA,NA,NA,NA,Gene Therapy,None,None,Single,Therapy,None,None,None,None,0,1,1,Regular
31940169,ACS Appl Mater Interfaces,2020,10.1021/acsami.9b22072,Inorganic,Gold,Systemic,IV,3,Negative,Other,Other,1,2,Low,1,1,Passive,None,None,PEGylated,Covalent - EDC,Other,>1,,16,3,NA,NA,NA,NA,Xenograft heterotopic,Immunocompromised,Other,,1,Single,97.64799,High,NA,NA,NA,NA,NA,NA,NA,Ultrasound,Immunotherapy,None,Multiple,Theragnostic,Photoacoustic,Ultrasound,MRI,None,3,2,5,Very High
31961656,ACS Nano,2020,10.1021/acsnano.9b08320,Inorganic,Iron_oxide,Systemic,IV,4,Positive,Other,Polymer-peptide,>1,2,Low,1,1,Active,Covalent,Covalent - Maleimide,PEGylated,Covalent - EDC,None,None,,3,1,NA,NA,NA,NA,Allograft heterotopic,Immunocompetent,Breast,Metastatic,1,Single,96.81680772,High,326.5306122,226.5306122,127.5510204,High,Spleen,Heart,Kidney,Magnetic Hyperthermia,None,None,Single,Theragnostic,MRI,None,None,None,1,1,2,Regular
31971195,Nanoscale,2020,10.1039/c9nr08471a,Inorganic,Gold,Systemic,IV,3,Negative,Spherical,Polymer-peptide,>1,4,Medium,0,4,Passive,None,None,Non PEGylated,None,None,None,,16,3,NA,12.5,Yes,NA,Allograft heterotopic,Immunocompetent,Breast,Metastatic,1,Single,96.09756,High,162.7,88.9,51.3,Medium,Liver,Spleen,Kidney,Photodynamic therapy,Photothermal therapy,None,Multiple,Theragnostic,MRI,Other,None,None,2,2,4,High
32028168,Biomaterials,2020,10.1016/j.biomaterials.2020.119805,Inorganic,Iron_oxide,Systemic,IV,2,NA,Spherical,Glycosides,1,2,Low,0,2,Passive,None,None,Non PEGylated,None,None,None,,NA,NA,NA,NA,NA,NA,Allograft heterotopic,Immunocompetent,Skin,,1,Single,NA,NA,NA,NA,NA,NA,NA,NA,NA,None,None,None,None,Diagnostic,MRI,None,None,None,1,0,1,Regular
32031201,Nanoscale,2020,10.1039/c9nr04976b,Inorganic,Iron_oxide,Systemic,IV,2,Negative,Spherical,Polymer-mAb,>1,4,Medium,4,0,Active,Covalent,Covalent - Maleimide,PEGylated,Covalent - EDC,None,None,,NA,NA,NA,NA,NA,NA,Xenograft heterotopic,Immunocompromised,Pancreas,,5,Multiple,67.24858305,Low,NA,NA,NA,NA,NA,NA,NA,None,None,None,None,Theragnostic,MRI,None,None,None,1,0,1,Regular
32041404,ACS Appl Mater Interfaces,2020,10.1021/acsami.9b23632,Inorganic,Gold,Local,Intratumoral,2,Neutral,Rod,Proteins,1,1,Low,1,0,Passive,None,None,Non PEGylated,None,Other,>1,Anthracycline,2.25,1,NA,NA,NA,NA,Allograft heterotopic,Immunocompetent,Breast,Metastatic,1,Single,86.0827,Medium,140.5,58.1,17.3,Medium,Lung,Spleen,Liver,Photothermal therapy,Chemotherapy,None,Multiple,Therapy,Fluorescence,None,None,None,1,2,3,High
32049490,ACS Nano,2020,10.1021/acsnano.9b08798,Inorganic,Gold,Systemic,IV,3,Negative,Other,Drugs,>1,1,Low,0,1,Passive,None,None,Non PEGylated,None,None,None,Anthracycline,NA,NA,NA,NA,NA,NA,Allograft orthotopic,Immunocompetent,Skin,,3,Multiple,86.50066,Medium,NA,NA,NA,NA,NA,NA,NA,Photothermal therapy,Chemotherapy,None,Multiple,Therapy,Fluorescence,Thermal,None,None,2,2,4,High
32076639,Sci Adv,2020,10.1126/sciadv.aax6040,Inorganic,Iron_oxide,Systemic,IV,2,NA,Spherical,Polymer-Drugs,>1,4,Medium,2,2,Active,Covalent,Covalent - EDC,PEGylated,Covalent - In_Shell,None,None,Beta blocker,6,2,NA,NA,NA,NA,Xenograft orthotopic,Immunocompromised,Prostate,,1,Single,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chemotherapy,None,None,Single,Theragnostic,Other,MRI,None,None,2,1,3,High
32077633,Small,2020,10.1002/smll.201904960,Inorganic,Hybrid,Systemic,IV,2,NA,Other,Polymer,>1,4,Medium,2,2,Passive,None,None,PEGylated,Electrostatic,None,None,,NA,NA,NA,NA,NA,NA,Allograft heterotopic,Immunocompetent,Colon,,1,Single,73.94736842,Low,NA,NA,NA,NA,NA,NA,NA,Photothermal therapy,None,None,Multiple,Therapy,None,None,None,None,0,1,1,Regular
32118400,ACS Appl Mater Interfaces,2020,10.1021/acsami.0c01762,Inorganic,Iron_oxide,Systemic,IV,2,NA,Other,Polymer,>1,6,High,5,1,Passive,None,None,Non PEGylated,None,None,None,,100,4,NA,NA,NA,NA,Allograft heterotopic,Immunocompromised,Other,,5,Multiple,93.94145677,High,21.11111111,17.77777778,16.11111111,Low,Liver,Lung,Heart,Magnetic Hyperthermia,None,None,Single,Therapy,None,None,None,None,0,1,1,Regular
32200104,Biomaterials,2020,10.1016/j.biomaterials.2020.119979,Inorganic,Iron_oxide,Systemic,IV,3,NA,Spherical,None,None,0,None,0,0,Passive,None,None,Non PEGylated,None,Other,>1,Anthracycline,NA,NA,Yes,NA,NA,NA,Xenograft heterotopic,Immunocompromised,Colon,,4,Multiple,81.1281136,Medium,NA,NA,NA,NA,NA,NA,NA,Chemotherapy,None,None,Single,Theragnostic,MRI,None,None,None,1,1,2,Regular
32202584,Nanoscale,2020,10.1039/d0nr00809e,Inorganic,Gold,Systemic,Other,2,Negative,Spherical,Polymer,1,3,Medium,3,0,Passive,None,None,PEGylated,Covalent - ThiolGold,None,None,,NA,NA,NA,NA,NA,NA,Allograft heterotopic,Immunocompetent,Cervix,,1,Single,NA,NA,NA,NA,NA,NA,NA,NA,NA,None,None,None,None,Diagnostic,Other,None,None,None,1,0,1,Regular
32233414,ACS Appl Mater Interfaces,2020,10.1021/acsami.0c01039,Inorganic,Silica,Local,Intratumoral,4,Negative,Spherical,Polymer-Drugs,>1,2,Low,1,1,Passive,None,None,PEGylated,Covalent - In_Shell,Proteins,1,,3,1,Yes,NA,NA,NA,Allograft heterotopic,Immunocompetent,Breast,Metastatic,1,Single,99.7458878,Very High,NA,NA,NA,NA,NA,NA,NA,Photodynamic therapy,None,None,Single,Therapy,None,None,None,None,0,1,1,Regular
32255624,ACS Nano,2020,10.1021/acsnano.0c00468,Inorganic,Gold,Systemic,IV,3,Neutral,Spherical,Polymer,>1,2,Low,2,0,Passive,None,None,PEGylated,Covalent - ThiolGold,None,None,,14,3,NA,NA,NA,NA,Other,NA,Liver,,1,Single,NA,NA,NA,NA,NA,NA,NA,NA,NA,None,None,None,None,Diagnostic,Fluorescence,None,None,None,1,0,1,Regular
32278101,Nanomedicine,2020,10.1016/j.nano.2020.102195,Inorganic,Silica,Systemic,IV,3,Negative,Spherical,Polymer-peptide,>1,9,Very High,8,1,Active,Covalent,Covalent - Maleimide,PEGylated,Covalent - EDC,Drugs,1,,NA,NA,NA,NA,NA,NA,Xenograft heterotopic,Immunocompromised,Other,,1,Single,NA,NA,NA,NA,NA,NA,NA,NA,NA,None,None,None,None,Diagnostic,MRI,None,None,None,1,0,1,Regular
